repo_index,generation_time_sec,input_depth,input_max_branch,input_min_branch,input_tree_type,input_num_roa,input_seed,depth,num_ca,max_branch,leaf_count,num_roa,num_mft,num_crl,num_cert
128,5.684,39,1,1,sparse,2,218,38,39,1,1,78,39,39,40
129,2.026,90,2,1,random,3,219,9,10,1,1,30,10,10,15
130,0.377,96,1,1,random,2,220,0,1,0,1,2,1,1,2
131,0.466,32,2,1,random,2,221,1,2,1,1,4,2,2,3
132,0.303,100,1,1,random,2,222,0,1,0,1,2,1,1,2
133,1.417,9,1,1,full,3,224,8,9,1,1,27,9,9,10
134,13.151,90,1,1,sparse,3,225,89,90,1,1,270,90,90,91
135,8.238,62,1,1,full,2,226,61,62,1,1,124,62,62,63
136,1.322,52,2,1,random,1,227,3,7,2,3,7,7,7,11
137,12.929,97,1,1,full,2,228,96,97,1,1,194,97,97,98
138,8.833,68,1,1,sparse,2,229,67,68,1,1,136,68,68,69
139,12.645,91,1,1,sparse,3,230,90,91,1,1,273,91,91,92
140,0.329,3,1,1,random,3,231,0,1,0,1,3,1,1,2
141,4.677,36,1,1,full,1,232,35,36,1,1,36,36,36,37
142,0.298,88,1,1,random,3,233,0,1,0,1,3,1,1,2
143,5.802,45,1,1,full,1,235,44,45,1,1,45,45,45,46
144,6.976,48,1,1,sparse,3,238,47,48,1,1,144,48,48,49
145,0.365,16,1,1,random,1,239,0,1,0,1,1,1,1,2
146,0.241,79,1,1,random,1,240,0,1,0,1,1,1,1,2
147,13.329,89,1,1,sparse,3,241,88,89,1,1,267,89,89,90
148,5.871,43,1,1,sparse,3,242,42,43,1,1,129,43,43,44
149,0.812,59,2,1,random,2,247,2,4,2,2,8,4,4,6
150,11.327,100,1,1,sparse,1,252,99,100,1,1,100,100,100,101
151,5.017,8,2,1,random,3,255,7,23,2,7,69,23,23,35
152,1.195,63,2,2,random,2,256,4,7,2,2,14,7,7,9
153,4.403,41,2,1,random,3,257,9,15,2,5,45,15,15,26
154,10.938,84,1,1,sparse,2,258,83,84,1,1,168,84,84,85
155,1.091,6,1,1,sparse,2,259,5,6,1,1,12,6,6,7
156,3.875,27,1,1,sparse,3,260,26,27,1,1,81,27,27,28
157,8.347,56,1,1,full,3,261,55,56,1,1,168,56,56,57
158,9.361,41,2,2,random,2,262,20,49,2,11,98,49,49,73
159,2.161,51,2,2,random,3,265,5,11,2,3,33,11,11,17
160,1.521,9,1,1,sparse,1,266,8,9,1,1,9,9,9,10
161,0.381,26,1,1,random,1,267,0,1,0,1,1,1,1,2
162,0.618,97,2,1,random,1,268,1,2,1,1,2,2,2,4
163,1.144,6,1,1,sparse,2,269,5,6,1,1,12,6,6,7
164,3.827,25,1,1,sparse,3,273,24,25,1,1,75,25,25,26
165,0.542,19,2,2,random,1,274,3,4,1,1,4,4,4,5
166,13.182,98,1,1,sparse,2,275,97,98,1,1,196,98,98,99
167,0.294,48,1,1,random,2,276,0,1,0,1,2,1,1,2
168,1.86,12,1,1,sparse,1,277,11,12,1,1,12,12,12,13
169,0.851,53,2,1,random,1,279,1,3,2,2,3,3,3,5
170,1.916,3,2,2,full,2,281,2,7,2,4,14,7,7,15
171,12.503,86,1,1,sparse,3,282,85,86,1,1,258,86,86,87
172,12.262,93,1,1,sparse,2,283,92,93,1,1,186,93,93,94
173,8.422,5,2,2,full,2,284,4,31,2,16,62,31,31,63
174,7.696,63,1,1,sparse,1,286,62,63,1,1,63,63,63,64
175,0.569,72,1,1,random,1,287,2,3,1,1,3,3,3,4
176,5.567,37,2,2,random,1,288,13,31,2,8,31,31,31,45
177,50.74,85,2,1,random,3,291,40,228,2,43,684,228,228,356
178,14.542,99,1,1,full,3,292,98,99,1,1,297,99,99,100
179,3.554,23,1,1,full,3,294,22,23,1,1,69,23,23,24
180,0.285,27,1,1,random,3,298,0,1,0,1,3,1,1,2
181,0.291,47,1,1,random,3,299,0,1,0,1,3,1,1,2
182,1.029,5,1,1,full,3,303,4,5,1,1,15,5,5,6
183,2.553,18,1,1,sparse,2,304,17,18,1,1,36,18,18,19
184,6.742,56,1,1,sparse,1,306,55,56,1,1,56,56,56,57
185,0.403,24,1,1,random,2,308,0,1,0,1,2,1,1,2
186,9.349,71,1,1,sparse,2,310,70,71,1,1,142,71,71,72
187,23.279,34,2,1,random,2,311,33,119,2,30,238,119,119,184
188,12.084,84,1,1,full,3,312,83,84,1,1,252,84,84,85
189,0.491,73,1,1,random,1,313,2,3,1,1,3,3,3,4
190,0.799,4,1,1,full,1,316,3,4,1,1,4,4,4,5
191,7.999,60,1,1,full,1,317,59,60,1,1,60,60,60,61
192,0.718,90,1,1,random,2,318,3,4,1,1,8,4,4,5
193,2.812,23,1,1,sparse,1,319,22,23,1,1,23,23,23,24
194,7.418,58,1,1,sparse,2,320,57,58,1,1,116,58,58,59
195,3.779,36,2,1,random,3,321,11,19,2,4,57,19,19,27
196,12.009,94,1,1,sparse,2,323,93,94,1,1,188,94,94,95
197,10.76,76,1,1,full,3,324,75,76,1,1,228,76,76,77
198,10.162,71,1,1,sparse,3,325,70,71,1,1,213,71,71,72
199,7.703,83,2,2,random,1,328,16,41,2,8,41,41,41,61
200,0.412,80,1,1,random,3,330,0,1,0,1,3,1,1,2
201,2.325,19,1,1,sparse,2,335,18,19,1,1,38,19,19,20
202,0.258,1,1,1,sparse,2,336,0,1,0,1,2,1,1,2
203,0.76,15,2,2,random,2,338,4,5,1,1,10,5,5,6
204,2.946,19,1,1,full,3,339,18,19,1,1,57,19,19,20
205,6.693,52,1,1,sparse,2,340,51,52,1,1,104,52,52,53
206,1.82,16,1,1,full,1,342,15,16,1,1,16,16,16,17
207,0.531,25,2,1,random,3,343,1,2,1,1,6,2,2,3
208,15.839,49,2,1,random,3,344,21,77,2,18,231,77,77,114
209,9.565,72,1,1,sparse,2,346,71,72,1,1,144,72,72,73
210,1.932,45,2,2,random,1,347,6,10,2,3,10,10,10,15
211,5.781,41,1,1,full,2,348,40,41,1,1,82,41,41,42
212,5.998,47,1,1,sparse,2,350,46,47,1,1,94,47,47,48
213,4.667,37,1,1,sparse,2,352,36,37,1,1,74,37,37,38
214,1.906,13,1,1,sparse,1,353,12,13,1,1,13,13,13,14
215,3.335,28,1,1,sparse,1,354,27,28,1,1,28,28,28,29
216,0.236,21,1,1,random,1,355,0,1,0,1,1,1,1,2
217,0.965,84,1,1,random,2,356,6,7,1,1,14,7,7,8
218,0.338,98,1,1,random,3,358,0,1,0,1,3,1,1,2
219,0.664,79,1,1,random,2,361,3,4,1,1,8,4,4,5
220,12.59,100,1,1,sparse,1,363,99,100,1,1,100,100,100,101
221,0.289,1,1,1,full,1,364,0,1,0,1,1,1,1,2
222,2.297,87,2,1,random,3,365,9,10,1,1,30,10,10,18
223,0.913,5,2,1,random,1,367,3,5,2,2,5,5,5,8
224,7.72,62,1,1,full,1,368,61,62,1,1,62,62,62,63
225,0.905,5,1,1,sparse,1,373,4,5,1,1,5,5,5,6
226,5.98,43,1,1,full,3,374,42,43,1,1,129,43,43,44
227,1.987,87,2,2,random,1,376,4,10,2,3,10,10,10,15
228,3.958,31,1,1,full,1,377,30,31,1,1,31,31,31,32
229,1.72,3,2,2,sparse,2,378,2,7,2,4,14,7,7,15
230,0.839,4,1,1,sparse,3,379,3,4,1,1,12,4,4,5
231,0.431,8,2,1,random,1,382,1,2,1,1,2,2,2,3
232,7.113,57,1,1,full,1,387,56,57,1,1,57,57,57,58
233,9.601,73,1,1,full,1,390,72,73,1,1,73,73,73,74
234,8.211,64,1,1,sparse,1,391,63,64,1,1,64,64,64,65
235,3.955,31,1,1,sparse,1,394,30,31,1,1,31,31,31,32
236,31.643,7,2,2,sparse,1,396,6,127,2,64,127,127,127,255
237,0.363,16,1,1,random,3,397,0,1,0,1,3,1,1,2
238,0.739,5,1,1,sparse,1,399,4,5,1,1,5,5,5,6
239,0.379,64,1,1,random,3,401,0,1,0,1,3,1,1,2
240,0.247,63,1,1,random,2,402,0,1,0,1,2,1,1,2
241,25.549,12,2,1,sparse,1,404,11,140,2,43,140,140,140,206
242,1.04,6,1,1,full,3,405,5,6,1,1,18,6,6,7
243,10.876,85,1,1,sparse,2,407,84,85,1,1,170,85,85,86
244,4.204,28,1,1,full,3,411,27,28,1,1,84,28,28,29
245,4.777,37,1,1,full,1,412,36,37,1,1,37,37,37,38
246,0.523,100,2,1,random,1,415,1,2,1,1,2,2,2,4
247,4.884,33,1,1,sparse,2,416,32,33,1,1,66,33,33,34
248,10.348,77,1,1,sparse,2,417,76,77,1,1,154,77,77,78
249,0.512,42,2,1,random,1,418,1,3,2,2,3,3,3,5
250,0.266,80,1,1,random,2,419,0,1,0,1,2,1,1,2
251,0.866,4,2,2,random,1,420,3,5,2,2,5,5,5,7
252,2.021,50,2,1,random,3,422,5,9,2,3,27,9,9,14
253,5.631,42,1,1,full,2,423,41,42,1,1,84,42,42,43
254,0.347,54,1,1,random,1,425,0,1,0,1,1,1,1,2
255,4.955,33,1,1,full,3,428,32,33,1,1,99,33,33,34
256,0.25,77,1,1,random,1,429,0,1,0,1,1,1,1,2
257,4.389,35,1,1,full,1,430,34,35,1,1,35,35,35,36
258,5.771,38,1,1,full,3,431,37,38,1,1,114,38,38,39
259,0.92,75,2,1,random,2,432,3,4,1,1,8,4,4,7
260,0.275,47,1,1,random,3,434,0,1,0,1,3,1,1,2
261,4.069,27,1,1,sparse,3,438,26,27,1,1,81,27,27,28
262,36.707,52,2,2,random,2,439,51,189,2,46,378,189,189,281
263,0.244,16,1,1,random,1,440,0,1,0,1,1,1,1,2
264,5.225,23,2,1,random,1,441,12,26,2,5,26,26,26,40
265,2.547,47,2,2,random,2,442,7,13,2,3,26,13,13,18
266,14.14,97,1,1,sparse,3,443,96,97,1,1,291,97,97,98
267,23.259,40,2,1,random,2,444,39,119,2,27,238,119,119,181
268,7.939,62,1,1,full,2,446,61,62,1,1,124,62,62,63
269,0.335,53,1,1,random,3,447,0,1,0,1,3,1,1,2
270,0.205,36,1,1,random,1,448,0,1,0,1,1,1,1,2
271,3.404,25,1,1,sparse,2,449,24,25,1,1,50,25,25,26
272,0.679,13,2,1,random,1,450,3,4,1,1,4,4,4,6
273,0.795,6,1,1,sparse,2,451,5,6,1,1,12,6,6,7
274,21.02,44,2,2,random,1,452,32,119,2,26,119,119,119,172
275,13.1,93,1,1,sparse,3,455,92,93,1,1,279,93,93,94
276,2.725,96,2,2,random,2,456,9,14,2,3,28,14,14,21
277,12.351,97,1,1,sparse,2,457,96,97,1,1,194,97,97,98
278,10.436,84,1,1,sparse,1,459,83,84,1,1,84,84,84,85
279,10.088,39,2,1,random,3,460,15,47,2,12,141,47,47,70
280,9.006,76,1,1,sparse,1,462,75,76,1,1,76,76,76,77
281,4.72,35,1,1,full,2,464,34,35,1,1,70,35,35,36
282,3.019,25,1,1,sparse,1,465,24,25,1,1,25,25,25,26
283,0.964,7,1,1,full,1,466,6,7,1,1,7,7,7,8
284,2.733,34,2,2,random,3,469,7,12,2,3,36,12,12,20
285,17.632,6,2,1,full,3,470,5,63,2,32,189,63,63,127
286,11.801,87,1,1,sparse,2,471,86,87,1,1,174,87,87,88
287,3.084,20,1,1,full,3,472,19,20,1,1,60,20,20,21
288,1.163,9,1,1,full,2,474,8,9,1,1,18,9,9,10
289,1.453,9,1,1,sparse,2,475,8,9,1,1,18,9,9,10
290,3.077,79,2,1,random,3,477,10,14,2,3,42,14,14,23
291,5.392,42,1,1,sparse,1,478,41,42,1,1,42,42,42,43
292,6.818,54,1,1,full,1,479,53,54,1,1,54,54,54,55
293,0.416,74,1,1,random,1,484,2,3,1,1,3,3,3,4
294,0.369,18,1,1,random,2,485,0,1,0,1,2,1,1,2
295,0.249,23,1,1,random,1,486,0,1,0,1,1,1,1,2
296,11.207,15,2,2,random,3,488,14,55,2,12,165,55,55,77
297,0.545,79,1,1,random,1,492,2,3,1,1,3,3,3,4
298,35.114,33,2,2,random,3,493,32,164,2,41,492,164,164,252
299,11.376,81,1,1,full,3,494,80,81,1,1,243,81,81,82
300,10.427,88,1,1,sparse,1,495,87,88,1,1,88,88,88,89
301,4.619,34,1,1,full,2,497,33,34,1,1,68,34,34,35
302,0.32,15,1,1,random,3,499,0,1,0,1,3,1,1,2
303,3.188,22,1,1,sparse,1,503,21,22,1,1,22,22,22,23
304,15.579,20,2,2,random,2,505,19,80,2,18,160,80,80,119
305,2.983,97,2,2,random,3,506,9,14,2,3,42,14,14,21
306,7.58,62,1,1,sparse,1,507,61,62,1,1,62,62,62,63
307,0.607,88,2,2,random,1,510,2,3,1,1,3,3,3,5
308,0.382,3,2,1,random,2,512,1,2,1,1,4,2,2,3
309,0.485,3,1,1,sparse,1,513,2,3,1,1,3,3,3,4
310,5.731,46,1,1,full,2,514,45,46,1,1,92,46,46,47
311,12.363,94,1,1,full,2,516,93,94,1,1,188,94,94,95
312,1.976,56,2,1,random,1,517,5,9,2,3,9,9,9,15
313,0.446,78,2,1,random,1,519,1,2,1,1,2,2,2,4
314,0.289,2,1,1,random,1,520,0,1,0,1,1,1,1,2
315,0.266,13,1,1,random,2,521,0,1,0,1,2,1,1,2
316,1.143,10,1,1,sparse,1,522,9,10,1,1,10,10,10,11
317,0.272,29,1,1,random,2,524,0,1,0,1,2,1,1,2
318,10.015,70,1,1,full,3,525,69,70,1,1,210,70,70,71
319,2.988,20,1,1,full,2,526,19,20,1,1,40,20,20,21
320,5.131,56,2,1,random,1,527,12,28,2,6,28,28,28,42
321,2.02,8,2,1,random,2,528,7,9,2,2,18,9,9,15
322,12.51,84,1,1,sparse,3,529,83,84,1,1,252,84,84,85
323,6.183,43,1,1,sparse,2,530,42,43,1,1,86,43,43,44
324,13.122,94,1,1,sparse,2,531,93,94,1,1,188,94,94,95
325,0.244,27,1,1,random,2,532,0,1,0,1,2,1,1,2
326,0.391,49,1,1,random,2,533,0,1,0,1,2,1,1,2
327,6.798,55,1,1,sparse,1,534,54,55,1,1,55,55,55,56
328,12.891,96,1,1,sparse,2,536,95,96,1,1,192,96,96,97
329,0.621,35,2,1,random,1,538,1,3,2,2,3,3,3,5
330,5.622,38,1,1,full,3,539,37,38,1,1,114,38,38,39
331,7.188,79,2,1,random,2,540,15,35,2,9,70,35,35,53
332,0.221,46,1,1,random,1,541,0,1,0,1,1,1,1,2
333,0.261,62,1,1,random,1,542,0,1,0,1,1,1,1,2
334,0.235,83,1,1,random,3,543,0,1,0,1,3,1,1,2
335,4.445,86,2,1,random,3,544,10,22,2,5,66,22,22,33
336,0.337,28,1,1,random,1,545,0,1,0,1,1,1,1,2
337,0.509,2,2,2,random,1,546,1,2,1,1,2,2,2,3
338,0.238,6,1,1,random,2,547,0,1,0,1,2,1,1,2
339,0.827,5,1,1,full,2,548,4,5,1,1,10,5,5,6
340,11.232,83,1,1,full,3,549,82,83,1,1,249,83,83,84
341,8.428,66,1,1,full,1,551,65,66,1,1,66,66,66,67
342,0.418,3,1,1,sparse,1,552,2,3,1,1,3,3,3,4
343,7.822,61,1,1,full,2,553,60,61,1,1,122,61,61,62
344,0.632,66,2,1,random,1,554,1,2,1,1,2,2,2,4
345,0.305,4,1,1,random,3,557,0,1,0,1,3,1,1,2
346,0.574,2,2,2,random,3,559,1,2,1,1,6,2,2,4
347,12.604,98,1,1,sparse,2,560,97,98,1,1,196,98,98,99
348,10.012,76,1,1,sparse,2,561,75,76,1,1,152,76,76,77
349,5.226,38,1,1,full,2,564,37,38,1,1,76,38,38,39
350,5.982,82,2,2,random,3,565,16,29,2,6,87,29,29,42
351,0.923,63,2,1,random,1,566,2,5,2,3,5,5,5,8
352,2.095,14,1,1,sparse,2,568,13,14,1,1,28,14,14,15
353,10.76,80,1,1,full,2,569,79,80,1,1,160,80,80,81
354,0.218,10,1,1,random,1,570,0,1,0,1,1,1,1,2
355,1.769,28,2,2,random,3,572,8,9,1,1,27,9,9,13
356,5.282,40,1,1,full,2,574,39,40,1,1,80,40,40,41
357,5.012,40,1,1,full,2,575,39,40,1,1,80,40,40,41
358,2.213,51,2,1,random,2,577,5,12,2,3,24,12,12,18
359,0.375,92,1,1,random,2,581,0,1,0,1,2,1,1,2
360,0.345,27,1,1,random,1,582,0,1,0,1,1,1,1,2
361,8.736,69,1,1,sparse,1,583,68,69,1,1,69,69,69,70
362,0.396,8,1,1,random,3,585,0,1,0,1,3,1,1,2
363,3.972,16,2,1,random,3,589,13,18,2,3,54,18,18,28
364,0.2,4,1,1,random,2,590,0,1,0,1,2,1,1,2
365,0.911,71,2,1,random,1,591,2,3,1,1,3,3,3,6
366,0.944,17,2,1,random,1,594,4,5,1,1,5,5,5,8
367,6.659,52,1,1,full,1,596,51,52,1,1,52,52,52,53
368,0.453,13,1,1,random,1,597,0,1,0,1,1,1,1,2
369,4.405,13,2,1,random,2,598,12,23,2,5,46,23,23,34
370,12.699,91,1,1,full,3,599,90,91,1,1,273,91,91,92
371,0.333,25,1,1,random,3,601,0,1,0,1,3,1,1,2
372,7.571,52,1,1,sparse,3,602,51,52,1,1,156,52,52,53
373,0.348,9,1,1,random,3,604,0,1,0,1,3,1,1,2
374,13.013,95,1,1,sparse,2,606,94,95,1,1,190,95,95,96
375,11.316,90,1,1,full,2,607,89,90,1,1,180,90,90,91
376,2.603,17,1,1,sparse,3,608,16,17,1,1,51,17,17,18
377,1.836,57,2,2,random,2,610,5,9,2,2,18,9,9,13
378,4.021,29,1,1,full,2,612,28,29,1,1,58,29,29,30
379,4.771,36,1,1,sparse,2,613,35,36,1,1,72,36,36,37
380,4.713,33,1,1,full,3,614,32,33,1,1,99,33,33,34
381,1.42,4,2,1,random,3,616,3,6,2,2,18,6,6,10
382,2.33,89,2,2,random,2,617,6,11,2,3,22,11,11,16
383,8.443,59,1,1,full,2,618,58,59,1,1,118,59,59,60
384,0.266,66,1,1,random,3,619,0,1,0,1,3,1,1,2
385,28.659,41,2,2,random,3,621,38,146,2,33,438,146,146,213
386,5.098,38,1,1,sparse,2,622,37,38,1,1,76,38,38,39
387,16.421,6,2,1,full,2,623,5,63,2,32,126,63,63,127
388,3.164,25,1,1,full,2,624,24,25,1,1,50,25,25,26
389,20.548,53,2,1,random,2,625,43,100,2,23,200,100,100,151
390,6.652,47,1,1,full,3,626,46,47,1,1,141,47,47,48
391,4.534,33,1,1,full,1,627,32,33,1,1,33,33,33,34
392,0.258,51,1,1,random,1,628,0,1,0,1,1,1,1,2
393,30.715,7,2,2,sparse,1,629,6,127,2,64,127,127,127,255
394,8.171,59,1,1,sparse,2,630,58,59,1,1,118,59,59,60
395,6.433,47,1,1,full,2,632,46,47,1,1,94,47,47,48
396,0.333,6,2,1,random,1,633,1,2,1,1,2,2,2,3
397,2.692,17,1,1,sparse,2,634,16,17,1,1,34,17,17,18
398,3.1,45,2,2,random,2,635,7,17,2,5,34,17,17,26
