repo_index,generation_time_sec,input_depth,input_max_branch,input_min_branch,input_tree_type,input_num_roa,input_seed,depth,num_ca,max_branch,leaf_count,num_roa,num_mft,num_crl,num_cert
115,9.509,65,1,1,full,3,207,64,65,1,1,195,65,65,66
116,5.313,36,1,1,sparse,3,208,35,36,1,1,108,36,36,37
117,9.91,72,1,1,sparse,2,209,71,72,1,1,144,72,72,73
118,7.467,50,1,1,full,3,210,49,50,1,1,150,50,50,51
119,0.338,51,1,1,random,3,212,0,1,0,1,3,1,1,2
120,0.424,20,2,1,random,1,213,1,2,1,1,2,2,2,3
121,1.554,67,2,2,random,3,214,5,8,2,3,24,8,8,12
122,0.904,6,2,1,random,1,215,2,4,2,2,4,4,4,6
123,0.366,27,1,1,random,1,216,0,1,0,1,1,1,1,2
124,0.304,37,1,1,random,3,217,0,1,0,1,3,1,1,2
125,5.605,39,1,1,sparse,2,218,38,39,1,1,78,39,39,40
126,1.951,90,2,1,random,3,219,9,10,1,1,30,10,10,15
127,0.221,96,1,1,random,2,220,0,1,0,1,2,1,1,2
128,0.349,32,2,1,random,2,221,1,2,1,1,4,2,2,3
129,0.277,100,1,1,random,2,222,0,1,0,1,2,1,1,2
130,1.389,9,1,1,full,3,224,8,9,1,1,27,9,9,10
131,13.245,90,1,1,sparse,3,225,89,90,1,1,270,90,90,91
132,7.811,62,1,1,full,2,226,61,62,1,1,124,62,62,63
133,1.456,52,2,1,random,1,227,3,7,2,3,7,7,7,11
134,13.518,97,1,1,full,2,228,96,97,1,1,194,97,97,98
135,9.03,68,1,1,sparse,2,229,67,68,1,1,136,68,68,69
136,13.738,91,1,1,sparse,3,230,90,91,1,1,273,91,91,92
137,0.372,3,1,1,random,3,231,0,1,0,1,3,1,1,2
138,4.959,36,1,1,full,1,232,35,36,1,1,36,36,36,37
139,0.257,88,1,1,random,3,233,0,1,0,1,3,1,1,2
140,5.739,45,1,1,full,1,235,44,45,1,1,45,45,45,46
141,6.59,48,1,1,sparse,3,238,47,48,1,1,144,48,48,49
142,0.396,16,1,1,random,1,239,0,1,0,1,1,1,1,2
143,0.294,79,1,1,random,1,240,0,1,0,1,1,1,1,2
144,12.812,89,1,1,sparse,3,241,88,89,1,1,267,89,89,90
145,6.544,43,1,1,sparse,3,242,42,43,1,1,129,43,43,44
146,0.701,59,2,1,random,2,247,2,4,2,2,8,4,4,6
147,12.037,100,1,1,sparse,1,252,99,100,1,1,100,100,100,101
148,4.885,8,2,1,random,3,255,7,23,2,7,69,23,23,35
149,1.096,63,2,2,random,2,256,4,7,2,2,14,7,7,9
150,4.045,41,2,1,random,3,257,9,15,2,5,45,15,15,26
151,11.231,84,1,1,sparse,2,258,83,84,1,1,168,84,84,85
152,1.031,6,1,1,sparse,2,259,5,6,1,1,12,6,6,7
153,3.823,27,1,1,sparse,3,260,26,27,1,1,81,27,27,28
154,8.057,56,1,1,full,3,261,55,56,1,1,168,56,56,57
155,8.937,41,2,2,random,2,262,20,49,2,11,98,49,49,73
156,2.682,51,2,2,random,3,265,5,11,2,3,33,11,11,17
157,1.284,9,1,1,sparse,1,266,8,9,1,1,9,9,9,10
158,0.351,26,1,1,random,1,267,0,1,0,1,1,1,1,2
159,0.656,97,2,1,random,1,268,1,2,1,1,2,2,2,4
160,0.932,6,1,1,sparse,2,269,5,6,1,1,12,6,6,7
161,4.062,25,1,1,sparse,3,273,24,25,1,1,75,25,25,26
162,0.543,19,2,2,random,1,274,3,4,1,1,4,4,4,5
163,12.899,98,1,1,sparse,2,275,97,98,1,1,196,98,98,99
164,0.333,48,1,1,random,2,276,0,1,0,1,2,1,1,2
165,1.68,12,1,1,sparse,1,277,11,12,1,1,12,12,12,13
166,0.488,53,2,1,random,1,279,1,3,2,2,3,3,3,5
167,1.888,3,2,2,full,2,281,2,7,2,4,14,7,7,15
168,12.233,86,1,1,sparse,3,282,85,86,1,1,258,86,86,87
169,12.342,93,1,1,sparse,2,283,92,93,1,1,186,93,93,94
170,8.572,5,2,2,full,2,284,4,31,2,16,62,31,31,63
171,7.715,63,1,1,sparse,1,286,62,63,1,1,63,63,63,64
172,0.825,72,1,1,random,1,287,2,3,1,1,3,3,3,4
173,5.379,37,2,2,random,1,288,13,31,2,8,31,31,31,45
174,50.805,85,2,1,random,3,291,40,228,2,43,684,228,228,356
175,14.622,99,1,1,full,3,292,98,99,1,1,297,99,99,100
176,3.342,23,1,1,full,3,294,22,23,1,1,69,23,23,24
177,0.252,27,1,1,random,3,298,0,1,0,1,3,1,1,2
178,0.331,47,1,1,random,3,299,0,1,0,1,3,1,1,2
179,0.931,5,1,1,full,3,303,4,5,1,1,15,5,5,6
180,2.826,18,1,1,sparse,2,304,17,18,1,1,36,18,18,19
181,6.988,56,1,1,sparse,1,306,55,56,1,1,56,56,56,57
182,0.337,24,1,1,random,2,308,0,1,0,1,2,1,1,2
183,10.006,71,1,1,sparse,2,310,70,71,1,1,142,71,71,72
184,24.227,34,2,1,random,2,311,33,119,2,30,238,119,119,184
185,12.281,84,1,1,full,3,312,83,84,1,1,252,84,84,85
186,0.53,73,1,1,random,1,313,2,3,1,1,3,3,3,4
187,0.632,4,1,1,full,1,316,3,4,1,1,4,4,4,5
188,7.266,60,1,1,full,1,317,59,60,1,1,60,60,60,61
189,0.729,90,1,1,random,2,318,3,4,1,1,8,4,4,5
190,2.969,23,1,1,sparse,1,319,22,23,1,1,23,23,23,24
191,8.225,58,1,1,sparse,2,320,57,58,1,1,116,58,58,59
192,3.75,36,2,1,random,3,321,11,19,2,4,57,19,19,27
193,12.216,94,1,1,sparse,2,323,93,94,1,1,188,94,94,95
194,11.363,76,1,1,full,3,324,75,76,1,1,228,76,76,77
195,9.893,71,1,1,sparse,3,325,70,71,1,1,213,71,71,72
196,7.814,83,2,2,random,1,328,16,41,2,8,41,41,41,61
197,0.402,80,1,1,random,3,330,0,1,0,1,3,1,1,2
198,2.557,19,1,1,sparse,2,335,18,19,1,1,38,19,19,20
199,0.262,1,1,1,sparse,2,336,0,1,0,1,2,1,1,2
200,1.09,15,2,2,random,2,338,4,5,1,1,10,5,5,6
201,2.805,19,1,1,full,3,339,18,19,1,1,57,19,19,20
202,7.769,52,1,1,sparse,2,340,51,52,1,1,104,52,52,53
203,2.475,16,1,1,full,1,342,15,16,1,1,16,16,16,17
204,0.505,25,2,1,random,3,343,1,2,1,1,6,2,2,3
205,16.735,49,2,1,random,3,344,21,77,2,18,231,77,77,114
206,9.324,72,1,1,sparse,2,346,71,72,1,1,144,72,72,73
207,1.663,45,2,2,random,1,347,6,10,2,3,10,10,10,15
208,5.499,41,1,1,full,2,348,40,41,1,1,82,41,41,42
209,6.811,47,1,1,sparse,2,350,46,47,1,1,94,47,47,48
210,4.831,37,1,1,sparse,2,352,36,37,1,1,74,37,37,38
211,2.199,13,1,1,sparse,1,353,12,13,1,1,13,13,13,14
212,3.751,28,1,1,sparse,1,354,27,28,1,1,28,28,28,29
213,0.206,21,1,1,random,1,355,0,1,0,1,1,1,1,2
214,1.047,84,1,1,random,2,356,6,7,1,1,14,7,7,8
215,0.277,98,1,1,random,3,358,0,1,0,1,3,1,1,2
216,0.729,79,1,1,random,2,361,3,4,1,1,8,4,4,5
217,12.735,100,1,1,sparse,1,363,99,100,1,1,100,100,100,101
218,0.279,1,1,1,full,1,364,0,1,0,1,1,1,1,2
219,2.428,87,2,1,random,3,365,9,10,1,1,30,10,10,18
220,1.152,5,2,1,random,1,367,3,5,2,2,5,5,5,8
221,8.346,62,1,1,full,1,368,61,62,1,1,62,62,62,63
222,0.777,5,1,1,sparse,1,373,4,5,1,1,5,5,5,6
223,6.204,43,1,1,full,3,374,42,43,1,1,129,43,43,44
224,1.751,87,2,2,random,1,376,4,10,2,3,10,10,10,15
225,4.215,31,1,1,full,1,377,30,31,1,1,31,31,31,32
226,2.02,3,2,2,sparse,2,378,2,7,2,4,14,7,7,15
227,0.655,4,1,1,sparse,3,379,3,4,1,1,12,4,4,5
228,0.346,8,2,1,random,1,382,1,2,1,1,2,2,2,3
229,7.398,57,1,1,full,1,387,56,57,1,1,57,57,57,58
230,8.633,73,1,1,full,1,390,72,73,1,1,73,73,73,74
231,8.029,64,1,1,sparse,1,391,63,64,1,1,64,64,64,65
232,4.531,31,1,1,sparse,1,394,30,31,1,1,31,31,31,32
233,31.253,7,2,2,sparse,1,396,6,127,2,64,127,127,127,255
234,0.249,16,1,1,random,3,397,0,1,0,1,3,1,1,2
235,0.938,5,1,1,sparse,1,399,4,5,1,1,5,5,5,6
236,0.399,64,1,1,random,3,401,0,1,0,1,3,1,1,2
237,0.263,63,1,1,random,2,402,0,1,0,1,2,1,1,2
238,25.274,12,2,1,sparse,1,404,11,140,2,43,140,140,140,206
239,1.135,6,1,1,full,3,405,5,6,1,1,18,6,6,7
240,11.092,85,1,1,sparse,2,407,84,85,1,1,170,85,85,86
241,3.846,28,1,1,full,3,411,27,28,1,1,84,28,28,29
242,4.985,37,1,1,full,1,412,36,37,1,1,37,37,37,38
243,0.363,100,2,1,random,1,415,1,2,1,1,2,2,2,4
244,4.534,33,1,1,sparse,2,416,32,33,1,1,66,33,33,34
245,11.063,77,1,1,sparse,2,417,76,77,1,1,154,77,77,78
246,0.607,42,2,1,random,1,418,1,3,2,2,3,3,3,5
247,0.44,80,1,1,random,2,419,0,1,0,1,2,1,1,2
248,0.784,4,2,2,random,1,420,3,5,2,2,5,5,5,7
249,2.097,50,2,1,random,3,422,5,9,2,3,27,9,9,14
250,5.737,42,1,1,full,2,423,41,42,1,1,84,42,42,43
251,0.273,54,1,1,random,1,425,0,1,0,1,1,1,1,2
252,5.033,33,1,1,full,3,428,32,33,1,1,99,33,33,34
253,0.209,77,1,1,random,1,429,0,1,0,1,1,1,1,2
254,4.346,35,1,1,full,1,430,34,35,1,1,35,35,35,36
255,5.998,38,1,1,full,3,431,37,38,1,1,114,38,38,39
256,1.24,75,2,1,random,2,432,3,4,1,1,8,4,4,7
257,0.314,47,1,1,random,3,434,0,1,0,1,3,1,1,2
258,4.029,27,1,1,sparse,3,438,26,27,1,1,81,27,27,28
259,37.268,52,2,2,random,2,439,51,189,2,46,378,189,189,281
260,0.282,16,1,1,random,1,440,0,1,0,1,1,1,1,2
261,5.011,23,2,1,random,1,441,12,26,2,5,26,26,26,40
262,2.66,47,2,2,random,2,442,7,13,2,3,26,13,13,18
263,13.845,97,1,1,sparse,3,443,96,97,1,1,291,97,97,98
264,25.029,40,2,1,random,2,444,39,119,2,27,238,119,119,181
265,8.176,62,1,1,full,2,446,61,62,1,1,124,62,62,63
266,0.329,53,1,1,random,3,447,0,1,0,1,3,1,1,2
267,0.352,36,1,1,random,1,448,0,1,0,1,1,1,1,2
268,3.288,25,1,1,sparse,2,449,24,25,1,1,50,25,25,26
269,0.537,13,2,1,random,1,450,3,4,1,1,4,4,4,6
270,1.327,6,1,1,sparse,2,451,5,6,1,1,12,6,6,7
271,21.616,44,2,2,random,1,452,32,119,2,26,119,119,119,172
272,13.664,93,1,1,sparse,3,455,92,93,1,1,279,93,93,94
273,3.195,96,2,2,random,2,456,9,14,2,3,28,14,14,21
274,13.224,97,1,1,sparse,2,457,96,97,1,1,194,97,97,98
275,10.871,84,1,1,sparse,1,459,83,84,1,1,84,84,84,85
276,9.34,39,2,1,random,3,460,15,47,2,12,141,47,47,70
277,9.658,76,1,1,sparse,1,462,75,76,1,1,76,76,76,77
278,4.56,35,1,1,full,2,464,34,35,1,1,70,35,35,36
279,3.047,25,1,1,sparse,1,465,24,25,1,1,25,25,25,26
280,0.887,7,1,1,full,1,466,6,7,1,1,7,7,7,8
281,2.849,34,2,2,random,3,469,7,12,2,3,36,12,12,20
282,18.194,6,2,1,full,3,470,5,63,2,32,189,63,63,127
283,11.042,87,1,1,sparse,2,471,86,87,1,1,174,87,87,88
284,3.263,20,1,1,full,3,472,19,20,1,1,60,20,20,21
285,1.505,9,1,1,full,2,474,8,9,1,1,18,9,9,10
286,1.309,9,1,1,sparse,2,475,8,9,1,1,18,9,9,10
287,3.556,79,2,1,random,3,477,10,14,2,3,42,14,14,23
288,5.046,42,1,1,sparse,1,478,41,42,1,1,42,42,42,43
289,7.09,54,1,1,full,1,479,53,54,1,1,54,54,54,55
290,0.539,74,1,1,random,1,484,2,3,1,1,3,3,3,4
291,0.277,18,1,1,random,2,485,0,1,0,1,2,1,1,2
292,0.246,23,1,1,random,1,486,0,1,0,1,1,1,1,2
293,10.828,15,2,2,random,3,488,14,55,2,12,165,55,55,77
294,0.595,79,1,1,random,1,492,2,3,1,1,3,3,3,4
295,36.829,33,2,2,random,3,493,32,164,2,41,492,164,164,252
296,11.386,81,1,1,full,3,494,80,81,1,1,243,81,81,82
297,10.878,88,1,1,sparse,1,495,87,88,1,1,88,88,88,89
298,4.574,34,1,1,full,2,497,33,34,1,1,68,34,34,35
299,0.281,15,1,1,random,3,499,0,1,0,1,3,1,1,2
300,3.016,22,1,1,sparse,1,503,21,22,1,1,22,22,22,23
301,15.657,20,2,2,random,2,505,19,80,2,18,160,80,80,119
302,2.831,97,2,2,random,3,506,9,14,2,3,42,14,14,21
303,7.736,62,1,1,sparse,1,507,61,62,1,1,62,62,62,63
304,0.765,88,2,2,random,1,510,2,3,1,1,3,3,3,5
305,0.463,3,2,1,random,2,512,1,2,1,1,4,2,2,3
306,0.503,3,1,1,sparse,1,513,2,3,1,1,3,3,3,4
307,6.34,46,1,1,full,2,514,45,46,1,1,92,46,46,47
308,12.874,94,1,1,full,2,516,93,94,1,1,188,94,94,95
309,1.841,56,2,1,random,1,517,5,9,2,3,9,9,9,15
310,0.473,78,2,1,random,1,519,1,2,1,1,2,2,2,4
311,0.322,2,1,1,random,1,520,0,1,0,1,1,1,1,2
312,0.21,13,1,1,random,2,521,0,1,0,1,2,1,1,2
313,1.299,10,1,1,sparse,1,522,9,10,1,1,10,10,10,11
314,0.217,29,1,1,random,2,524,0,1,0,1,2,1,1,2
315,10.566,70,1,1,full,3,525,69,70,1,1,210,70,70,71
316,3.021,20,1,1,full,2,526,19,20,1,1,40,20,20,21
317,5.261,56,2,1,random,1,527,12,28,2,6,28,28,28,42
318,2.208,8,2,1,random,2,528,7,9,2,2,18,9,9,15
319,12.734,84,1,1,sparse,3,529,83,84,1,1,252,84,84,85
320,6.17,43,1,1,sparse,2,530,42,43,1,1,86,43,43,44
321,13.459,94,1,1,sparse,2,531,93,94,1,1,188,94,94,95
322,0.34,27,1,1,random,2,532,0,1,0,1,2,1,1,2
323,0.284,49,1,1,random,2,533,0,1,0,1,2,1,1,2
324,6.536,55,1,1,sparse,1,534,54,55,1,1,55,55,55,56
325,13.097,96,1,1,sparse,2,536,95,96,1,1,192,96,96,97
326,0.496,35,2,1,random,1,538,1,3,2,2,3,3,3,5
327,5.232,38,1,1,full,3,539,37,38,1,1,114,38,38,39
328,7.866,79,2,1,random,2,540,15,35,2,9,70,35,35,53
329,0.302,46,1,1,random,1,541,0,1,0,1,1,1,1,2
330,0.267,62,1,1,random,1,542,0,1,0,1,1,1,1,2
331,0.318,83,1,1,random,3,543,0,1,0,1,3,1,1,2
332,4.93,86,2,1,random,3,544,10,22,2,5,66,22,22,33
333,0.246,28,1,1,random,1,545,0,1,0,1,1,1,1,2
334,0.354,2,2,2,random,1,546,1,2,1,1,2,2,2,3
335,0.282,6,1,1,random,2,547,0,1,0,1,2,1,1,2
336,1.072,5,1,1,full,2,548,4,5,1,1,10,5,5,6
337,12.513,83,1,1,full,3,549,82,83,1,1,249,83,83,84
338,8.133,66,1,1,full,1,551,65,66,1,1,66,66,66,67
339,0.563,3,1,1,sparse,1,552,2,3,1,1,3,3,3,4
340,8.772,61,1,1,full,2,553,60,61,1,1,122,61,61,62
341,0.56,66,2,1,random,1,554,1,2,1,1,2,2,2,4
342,0.308,4,1,1,random,3,557,0,1,0,1,3,1,1,2
343,0.71,2,2,2,random,3,559,1,2,1,1,6,2,2,4
344,13.128,98,1,1,sparse,2,560,97,98,1,1,196,98,98,99
345,10.171,76,1,1,sparse,2,561,75,76,1,1,152,76,76,77
346,5.188,38,1,1,full,2,564,37,38,1,1,76,38,38,39
347,5.769,82,2,2,random,3,565,16,29,2,6,87,29,29,42
348,1.044,63,2,1,random,1,566,2,5,2,3,5,5,5,8
349,2.083,14,1,1,sparse,2,568,13,14,1,1,28,14,14,15
350,10.725,80,1,1,full,2,569,79,80,1,1,160,80,80,81
351,0.275,10,1,1,random,1,570,0,1,0,1,1,1,1,2
352,1.762,28,2,2,random,3,572,8,9,1,1,27,9,9,13
353,5.296,40,1,1,full,2,574,39,40,1,1,80,40,40,41
354,5.742,40,1,1,full,2,575,39,40,1,1,80,40,40,41
355,2.438,51,2,1,random,2,577,5,12,2,3,24,12,12,18
356,0.402,92,1,1,random,2,581,0,1,0,1,2,1,1,2
357,0.413,27,1,1,random,1,582,0,1,0,1,1,1,1,2
358,7.944,69,1,1,sparse,1,583,68,69,1,1,69,69,69,70
359,0.427,8,1,1,random,3,585,0,1,0,1,3,1,1,2
360,3.887,16,2,1,random,3,589,13,18,2,3,54,18,18,28
361,0.241,4,1,1,random,2,590,0,1,0,1,2,1,1,2
362,0.676,71,2,1,random,1,591,2,3,1,1,3,3,3,6
363,0.967,17,2,1,random,1,594,4,5,1,1,5,5,5,8
364,6.874,52,1,1,full,1,596,51,52,1,1,52,52,52,53
365,0.306,13,1,1,random,1,597,0,1,0,1,1,1,1,2
366,4.717,13,2,1,random,2,598,12,23,2,5,46,23,23,34
367,13.731,91,1,1,full,3,599,90,91,1,1,273,91,91,92
368,0.341,25,1,1,random,3,601,0,1,0,1,3,1,1,2
369,8.16,52,1,1,sparse,3,602,51,52,1,1,156,52,52,53
370,0.36,9,1,1,random,3,604,0,1,0,1,3,1,1,2
371,12.636,95,1,1,sparse,2,606,94,95,1,1,190,95,95,96
372,13.088,90,1,1,full,2,607,89,90,1,1,180,90,90,91
373,2.965,17,1,1,sparse,3,608,16,17,1,1,51,17,17,18
374,1.965,57,2,2,random,2,610,5,9,2,2,18,9,9,13
375,3.656,29,1,1,full,2,612,28,29,1,1,58,29,29,30
376,4.871,36,1,1,sparse,2,613,35,36,1,1,72,36,36,37
377,4.549,33,1,1,full,3,614,32,33,1,1,99,33,33,34
378,1.354,4,2,1,random,3,616,3,6,2,2,18,6,6,10
379,2.329,89,2,2,random,2,617,6,11,2,3,22,11,11,16
380,8.565,59,1,1,full,2,618,58,59,1,1,118,59,59,60
381,0.24,66,1,1,random,3,619,0,1,0,1,3,1,1,2
382,29.94,41,2,2,random,3,621,38,146,2,33,438,146,146,213
383,5.446,38,1,1,sparse,2,622,37,38,1,1,76,38,38,39
384,16.097,6,2,1,full,2,623,5,63,2,32,126,63,63,127
385,3.263,25,1,1,full,2,624,24,25,1,1,50,25,25,26
386,20.2,53,2,1,random,2,625,43,100,2,23,200,100,100,151
387,6.57,47,1,1,full,3,626,46,47,1,1,141,47,47,48
388,4.268,33,1,1,full,1,627,32,33,1,1,33,33,33,34
389,0.24,51,1,1,random,1,628,0,1,0,1,1,1,1,2
390,31.461,7,2,2,sparse,1,629,6,127,2,64,127,127,127,255
391,7.702,59,1,1,sparse,2,630,58,59,1,1,118,59,59,60
392,6.261,47,1,1,full,2,632,46,47,1,1,94,47,47,48
393,0.347,6,2,1,random,1,633,1,2,1,1,2,2,2,3
394,2.255,17,1,1,sparse,2,634,16,17,1,1,34,17,17,18
395,3.331,45,2,2,random,2,635,7,17,2,5,34,17,17,26
396,3.39,26,1,1,sparse,3,636,25,26,1,1,78,26,26,27
397,8.21,63,1,1,full,1,637,62,63,1,1,63,63,63,64
398,11.039,81,1,1,sparse,2,638,80,81,1,1,162,81,81,82
