repo_index,generation_time_sec,input_depth,input_max_branch,input_min_branch,input_tree_type,input_num_roa,input_seed,depth,num_ca,max_branch,leaf_count,num_roa,num_mft,num_crl,num_cert
50,4.685,31,1,1,full,2,117,30,31,1,1,62,31,31,32
51,13.475,92,1,1,full,3,118,91,92,1,1,276,92,92,93
52,4.872,37,1,1,full,1,119,36,37,1,1,37,37,37,38
53,9.266,66,1,1,sparse,3,120,65,66,1,1,198,66,66,67
54,1.758,12,1,1,sparse,1,121,11,12,1,1,12,12,12,13
55,9.577,66,1,1,full,3,122,65,66,1,1,198,66,66,67
56,0.518,7,2,1,random,2,123,1,2,1,1,4,2,2,3
57,5.001,36,1,1,full,2,124,35,36,1,1,72,36,36,37
58,5.062,32,1,1,sparse,3,125,31,32,1,1,96,32,32,33
59,11.005,74,1,1,full,3,126,73,74,1,1,222,74,74,75
60,1.273,6,1,1,full,2,127,5,6,1,1,12,6,6,7
61,1.282,41,2,1,random,2,131,4,6,2,2,12,6,6,9
62,6.613,53,1,1,full,1,132,52,53,1,1,53,53,53,54
63,7.465,64,2,2,random,3,133,15,35,2,7,105,35,35,52
64,8.834,62,1,1,full,3,134,61,62,1,1,186,62,62,63
65,9.11,86,2,2,random,2,135,15,48,2,8,96,48,48,69
66,1.492,74,2,1,random,2,136,3,6,2,2,12,6,6,10
67,0.241,10,1,1,random,1,137,0,1,0,1,1,1,1,2
68,0.254,1,2,1,sparse,2,139,0,1,0,1,2,1,1,2
69,0.215,99,1,1,random,1,140,0,1,0,1,1,1,1,2
70,10.083,67,1,1,full,3,141,66,67,1,1,201,67,67,68
71,0.976,75,2,1,random,2,142,5,6,1,1,12,6,6,8
72,3.211,24,1,1,full,1,143,23,24,1,1,24,24,24,25
73,8.985,58,1,1,full,3,144,57,58,1,1,174,58,58,59
74,21.772,97,2,1,random,1,145,32,115,2,31,115,115,115,173
75,2.236,18,1,1,full,1,146,17,18,1,1,18,18,18,19
76,0.789,78,1,1,random,3,147,3,4,1,1,12,4,4,5
77,0.383,52,1,1,random,2,148,0,1,0,1,2,1,1,2
78,0.316,10,1,1,random,1,149,0,1,0,1,1,1,1,2
79,4.72,91,2,1,random,2,151,11,23,2,5,46,23,23,35
80,0.764,97,2,1,random,1,152,2,3,1,1,3,3,3,6
81,0.459,63,1,1,random,3,153,0,1,0,1,3,1,1,2
82,0.854,63,2,1,random,1,156,3,4,1,1,4,4,4,7
83,12.094,88,1,1,full,2,158,87,88,1,1,176,88,88,89
84,7.35,51,1,1,full,3,159,50,51,1,1,153,51,51,52
85,9.441,67,1,1,full,3,161,66,67,1,1,201,67,67,68
86,0.369,7,1,1,random,2,162,0,1,0,1,2,1,1,2
87,1.235,70,2,1,random,2,163,3,5,2,2,10,5,5,8
88,2.074,13,2,2,random,2,164,7,10,2,2,20,10,10,13
89,0.47,3,1,1,full,2,165,2,3,1,1,6,3,3,4
90,0.277,30,1,1,random,2,167,0,1,0,1,2,1,1,2
91,0.487,96,1,1,random,1,168,2,3,1,1,3,3,3,4
92,4.332,33,1,1,sparse,2,169,32,33,1,1,66,33,33,34
93,0.41,46,1,1,random,2,172,0,1,0,1,2,1,1,2
94,0.295,1,2,1,random,2,174,0,1,0,1,2,1,1,2
95,8.022,57,1,1,sparse,3,175,56,57,1,1,171,57,57,58
96,0.757,4,1,1,full,2,176,3,4,1,1,8,4,4,5
97,1.799,15,2,1,random,3,178,7,9,2,2,27,9,9,13
98,3.849,26,1,1,full,3,179,25,26,1,1,78,26,26,27
99,2.764,19,1,1,sparse,2,180,18,19,1,1,38,19,19,20
100,0.372,75,1,1,random,2,181,0,1,0,1,2,1,1,2
101,0.344,14,1,1,random,2,183,0,1,0,1,2,1,1,2
102,4.866,36,1,1,sparse,3,184,35,36,1,1,108,36,36,37
103,0.333,15,1,1,random,3,185,0,1,0,1,3,1,1,2
104,11.196,91,1,1,full,1,188,90,91,1,1,91,91,91,92
105,0.265,10,1,1,random,1,190,0,1,0,1,1,1,1,2
106,14.092,98,1,1,sparse,3,191,97,98,1,1,294,98,98,99
107,1.763,48,2,1,random,2,192,8,10,2,2,20,10,10,13
108,1.383,72,2,1,random,3,193,4,6,2,2,18,6,6,10
109,0.38,78,1,1,random,2,194,0,1,0,1,2,1,1,2
110,0.279,84,1,1,random,3,196,0,1,0,1,3,1,1,2
111,9.054,70,1,1,full,1,197,69,70,1,1,70,70,70,71
112,7.94,7,2,1,sparse,3,198,6,38,2,14,114,38,38,59
113,1.065,6,1,1,full,3,200,5,6,1,1,18,6,6,7
114,1.662,98,2,2,random,1,202,4,9,2,3,9,9,9,13
115,1.728,12,1,1,sparse,1,203,11,12,1,1,12,12,12,13
116,6.741,51,1,1,full,2,204,50,51,1,1,102,51,51,52
117,0.45,2,1,1,sparse,1,206,1,2,1,1,2,2,2,3
118,10.018,65,1,1,full,3,207,64,65,1,1,195,65,65,66
119,4.957,36,1,1,sparse,3,208,35,36,1,1,108,36,36,37
120,10.061,72,1,1,sparse,2,209,71,72,1,1,144,72,72,73
121,7.88,50,1,1,full,3,210,49,50,1,1,150,50,50,51
122,0.338,51,1,1,random,3,212,0,1,0,1,3,1,1,2
123,0.4,20,2,1,random,1,213,1,2,1,1,2,2,2,3
124,1.687,67,2,2,random,3,214,5,8,2,3,24,8,8,12
125,0.947,6,2,1,random,1,215,2,4,2,2,4,4,4,6
126,0.267,27,1,1,random,1,216,0,1,0,1,1,1,1,2
127,0.32,37,1,1,random,3,217,0,1,0,1,3,1,1,2
128,5.452,39,1,1,sparse,2,218,38,39,1,1,78,39,39,40
129,2.139,90,2,1,random,3,219,9,10,1,1,30,10,10,15
130,0.296,96,1,1,random,2,220,0,1,0,1,2,1,1,2
131,0.439,32,2,1,random,2,221,1,2,1,1,4,2,2,3
132,0.308,100,1,1,random,2,222,0,1,0,1,2,1,1,2
133,1.284,9,1,1,full,3,224,8,9,1,1,27,9,9,10
134,13.298,90,1,1,sparse,3,225,89,90,1,1,270,90,90,91
135,7.984,62,1,1,full,2,226,61,62,1,1,124,62,62,63
136,1.483,52,2,1,random,1,227,3,7,2,3,7,7,7,11
137,12.934,97,1,1,full,2,228,96,97,1,1,194,97,97,98
138,8.906,68,1,1,sparse,2,229,67,68,1,1,136,68,68,69
139,13.096,91,1,1,sparse,3,230,90,91,1,1,273,91,91,92
140,0.269,3,1,1,random,3,231,0,1,0,1,3,1,1,2
141,4.648,36,1,1,full,1,232,35,36,1,1,36,36,36,37
142,0.302,88,1,1,random,3,233,0,1,0,1,3,1,1,2
143,5.777,45,1,1,full,1,235,44,45,1,1,45,45,45,46
144,7.074,48,1,1,sparse,3,238,47,48,1,1,144,48,48,49
145,0.379,16,1,1,random,1,239,0,1,0,1,1,1,1,2
146,0.434,79,1,1,random,1,240,0,1,0,1,1,1,1,2
147,13.6,89,1,1,sparse,3,241,88,89,1,1,267,89,89,90
148,6.085,43,1,1,sparse,3,242,42,43,1,1,129,43,43,44
149,0.832,59,2,1,random,2,247,2,4,2,2,8,4,4,6
150,11.501,100,1,1,sparse,1,252,99,100,1,1,100,100,100,101
151,5.178,8,2,1,random,3,255,7,23,2,7,69,23,23,35
152,1.147,63,2,2,random,2,256,4,7,2,2,14,7,7,9
153,3.63,41,2,1,random,3,257,9,15,2,5,45,15,15,26
154,11.281,84,1,1,sparse,2,258,83,84,1,1,168,84,84,85
155,1.05,6,1,1,sparse,2,259,5,6,1,1,12,6,6,7
156,3.847,27,1,1,sparse,3,260,26,27,1,1,81,27,27,28
157,7.844,56,1,1,full,3,261,55,56,1,1,168,56,56,57
158,9.612,41,2,2,random,2,262,20,49,2,11,98,49,49,73
159,2.225,51,2,2,random,3,265,5,11,2,3,33,11,11,17
160,1.185,9,1,1,sparse,1,266,8,9,1,1,9,9,9,10
161,0.256,26,1,1,random,1,267,0,1,0,1,1,1,1,2
162,0.596,97,2,1,random,1,268,1,2,1,1,2,2,2,4
163,1.166,6,1,1,sparse,2,269,5,6,1,1,12,6,6,7
164,3.692,25,1,1,sparse,3,273,24,25,1,1,75,25,25,26
165,0.656,19,2,2,random,1,274,3,4,1,1,4,4,4,5
166,13.023,98,1,1,sparse,2,275,97,98,1,1,196,98,98,99
167,0.257,48,1,1,random,2,276,0,1,0,1,2,1,1,2
168,1.557,12,1,1,sparse,1,277,11,12,1,1,12,12,12,13
169,0.567,53,2,1,random,1,279,1,3,2,2,3,3,3,5
170,2.025,3,2,2,full,2,281,2,7,2,4,14,7,7,15
171,12.457,86,1,1,sparse,3,282,85,86,1,1,258,86,86,87
172,12.846,93,1,1,sparse,2,283,92,93,1,1,186,93,93,94
173,8.274,5,2,2,full,2,284,4,31,2,16,62,31,31,63
174,7.568,63,1,1,sparse,1,286,62,63,1,1,63,63,63,64
175,0.657,72,1,1,random,1,287,2,3,1,1,3,3,3,4
176,5.709,37,2,2,random,1,288,13,31,2,8,31,31,31,45
177,50.394,85,2,1,random,3,291,40,228,2,43,684,228,228,356
178,13.969,99,1,1,full,3,292,98,99,1,1,297,99,99,100
179,3.765,23,1,1,full,3,294,22,23,1,1,69,23,23,24
180,0.331,27,1,1,random,3,298,0,1,0,1,3,1,1,2
181,0.326,47,1,1,random,3,299,0,1,0,1,3,1,1,2
182,0.942,5,1,1,full,3,303,4,5,1,1,15,5,5,6
183,2.465,18,1,1,sparse,2,304,17,18,1,1,36,18,18,19
184,7.202,56,1,1,sparse,1,306,55,56,1,1,56,56,56,57
185,0.306,24,1,1,random,2,308,0,1,0,1,2,1,1,2
186,9.751,71,1,1,sparse,2,310,70,71,1,1,142,71,71,72
187,25.404,34,2,1,random,2,311,33,119,2,30,238,119,119,184
188,12.632,84,1,1,full,3,312,83,84,1,1,252,84,84,85
189,0.583,73,1,1,random,1,313,2,3,1,1,3,3,3,4
190,0.642,4,1,1,full,1,316,3,4,1,1,4,4,4,5
191,7.391,60,1,1,full,1,317,59,60,1,1,60,60,60,61
192,0.685,90,1,1,random,2,318,3,4,1,1,8,4,4,5
193,3.104,23,1,1,sparse,1,319,22,23,1,1,23,23,23,24
194,7.894,58,1,1,sparse,2,320,57,58,1,1,116,58,58,59
195,3.827,36,2,1,random,3,321,11,19,2,4,57,19,19,27
196,13.078,94,1,1,sparse,2,323,93,94,1,1,188,94,94,95
197,11.536,76,1,1,full,3,324,75,76,1,1,228,76,76,77
198,10.495,71,1,1,sparse,3,325,70,71,1,1,213,71,71,72
199,7.571,83,2,2,random,1,328,16,41,2,8,41,41,41,61
200,0.248,80,1,1,random,3,330,0,1,0,1,3,1,1,2
201,2.36,19,1,1,sparse,2,335,18,19,1,1,38,19,19,20
202,0.218,1,1,1,sparse,2,336,0,1,0,1,2,1,1,2
203,0.785,15,2,2,random,2,338,4,5,1,1,10,5,5,6
204,3.071,19,1,1,full,3,339,18,19,1,1,57,19,19,20
205,6.775,52,1,1,sparse,2,340,51,52,1,1,104,52,52,53
206,1.93,16,1,1,full,1,342,15,16,1,1,16,16,16,17
207,0.483,25,2,1,random,3,343,1,2,1,1,6,2,2,3
208,16.447,49,2,1,random,3,344,21,77,2,18,231,77,77,114
209,9.299,72,1,1,sparse,2,346,71,72,1,1,144,72,72,73
210,1.637,45,2,2,random,1,347,6,10,2,3,10,10,10,15
211,5.672,41,1,1,full,2,348,40,41,1,1,82,41,41,42
212,6.503,47,1,1,sparse,2,350,46,47,1,1,94,47,47,48
213,5.093,37,1,1,sparse,2,352,36,37,1,1,74,37,37,38
214,1.645,13,1,1,sparse,1,353,12,13,1,1,13,13,13,14
215,3.847,28,1,1,sparse,1,354,27,28,1,1,28,28,28,29
216,0.278,21,1,1,random,1,355,0,1,0,1,1,1,1,2
217,1.149,84,1,1,random,2,356,6,7,1,1,14,7,7,8
218,0.331,98,1,1,random,3,358,0,1,0,1,3,1,1,2
219,0.897,79,1,1,random,2,361,3,4,1,1,8,4,4,5
220,12.718,100,1,1,sparse,1,363,99,100,1,1,100,100,100,101
221,0.291,1,1,1,full,1,364,0,1,0,1,1,1,1,2
222,2.645,87,2,1,random,3,365,9,10,1,1,30,10,10,18
223,1.051,5,2,1,random,1,367,3,5,2,2,5,5,5,8
224,7.908,62,1,1,full,1,368,61,62,1,1,62,62,62,63
225,0.751,5,1,1,sparse,1,373,4,5,1,1,5,5,5,6
226,6.2,43,1,1,full,3,374,42,43,1,1,129,43,43,44
227,2.082,87,2,2,random,1,376,4,10,2,3,10,10,10,15
228,3.957,31,1,1,full,1,377,30,31,1,1,31,31,31,32
229,1.985,3,2,2,sparse,2,378,2,7,2,4,14,7,7,15
230,0.598,4,1,1,sparse,3,379,3,4,1,1,12,4,4,5
231,0.424,8,2,1,random,1,382,1,2,1,1,2,2,2,3
232,7.704,57,1,1,full,1,387,56,57,1,1,57,57,57,58
233,9.622,73,1,1,full,1,390,72,73,1,1,73,73,73,74
234,8.076,64,1,1,sparse,1,391,63,64,1,1,64,64,64,65
235,3.784,31,1,1,sparse,1,394,30,31,1,1,31,31,31,32
236,31.754,7,2,2,sparse,1,396,6,127,2,64,127,127,127,255
237,0.44,16,1,1,random,3,397,0,1,0,1,3,1,1,2
238,0.771,5,1,1,sparse,1,399,4,5,1,1,5,5,5,6
239,0.291,64,1,1,random,3,401,0,1,0,1,3,1,1,2
240,0.27,63,1,1,random,2,402,0,1,0,1,2,1,1,2
241,24.698,12,2,1,sparse,1,404,11,140,2,43,140,140,140,206
242,0.901,6,1,1,full,3,405,5,6,1,1,18,6,6,7
243,11.008,85,1,1,sparse,2,407,84,85,1,1,170,85,85,86
244,3.812,28,1,1,full,3,411,27,28,1,1,84,28,28,29
245,4.366,37,1,1,full,1,412,36,37,1,1,37,37,37,38
246,0.527,100,2,1,random,1,415,1,2,1,1,2,2,2,4
247,4.532,33,1,1,sparse,2,416,32,33,1,1,66,33,33,34
248,10.142,77,1,1,sparse,2,417,76,77,1,1,154,77,77,78
249,0.674,42,2,1,random,1,418,1,3,2,2,3,3,3,5
250,0.333,80,1,1,random,2,419,0,1,0,1,2,1,1,2
251,0.732,4,2,2,random,1,420,3,5,2,2,5,5,5,7
252,2.167,50,2,1,random,3,422,5,9,2,3,27,9,9,14
253,6.341,42,1,1,full,2,423,41,42,1,1,84,42,42,43
254,0.234,54,1,1,random,1,425,0,1,0,1,1,1,1,2
255,4.833,33,1,1,full,3,428,32,33,1,1,99,33,33,34
256,0.334,77,1,1,random,1,429,0,1,0,1,1,1,1,2
257,4.535,35,1,1,full,1,430,34,35,1,1,35,35,35,36
258,5.897,38,1,1,full,3,431,37,38,1,1,114,38,38,39
259,1.074,75,2,1,random,2,432,3,4,1,1,8,4,4,7
260,0.329,47,1,1,random,3,434,0,1,0,1,3,1,1,2
261,3.984,27,1,1,sparse,3,438,26,27,1,1,81,27,27,28
262,38.169,52,2,2,random,2,439,51,189,2,46,378,189,189,281
263,0.275,16,1,1,random,1,440,0,1,0,1,1,1,1,2
264,5.178,23,2,1,random,1,441,12,26,2,5,26,26,26,40
265,2.83,47,2,2,random,2,442,7,13,2,3,26,13,13,18
266,14.258,97,1,1,sparse,3,443,96,97,1,1,291,97,97,98
267,24.428,40,2,1,random,2,444,39,119,2,27,238,119,119,181
268,8.065,62,1,1,full,2,446,61,62,1,1,124,62,62,63
269,0.373,53,1,1,random,3,447,0,1,0,1,3,1,1,2
270,0.316,36,1,1,random,1,448,0,1,0,1,1,1,1,2
271,3.474,25,1,1,sparse,2,449,24,25,1,1,50,25,25,26
272,0.682,13,2,1,random,1,450,3,4,1,1,4,4,4,6
273,1.246,6,1,1,sparse,2,451,5,6,1,1,12,6,6,7
274,21.137,44,2,2,random,1,452,32,119,2,26,119,119,119,172
275,14.093,93,1,1,sparse,3,455,92,93,1,1,279,93,93,94
276,2.81,96,2,2,random,2,456,9,14,2,3,28,14,14,21
277,12.821,97,1,1,sparse,2,457,96,97,1,1,194,97,97,98
278,10.52,84,1,1,sparse,1,459,83,84,1,1,84,84,84,85
279,10.135,39,2,1,random,3,460,15,47,2,12,141,47,47,70
280,9.072,76,1,1,sparse,1,462,75,76,1,1,76,76,76,77
281,4.734,35,1,1,full,2,464,34,35,1,1,70,35,35,36
282,3.203,25,1,1,sparse,1,465,24,25,1,1,25,25,25,26
283,0.985,7,1,1,full,1,466,6,7,1,1,7,7,7,8
284,2.905,34,2,2,random,3,469,7,12,2,3,36,12,12,20
285,18.031,6,2,1,full,3,470,5,63,2,32,189,63,63,127
286,11.84,87,1,1,sparse,2,471,86,87,1,1,174,87,87,88
287,3.26,20,1,1,full,3,472,19,20,1,1,60,20,20,21
288,1.443,9,1,1,full,2,474,8,9,1,1,18,9,9,10
289,1.462,9,1,1,sparse,2,475,8,9,1,1,18,9,9,10
290,3.371,79,2,1,random,3,477,10,14,2,3,42,14,14,23
291,4.791,42,1,1,sparse,1,478,41,42,1,1,42,42,42,43
292,7.013,54,1,1,full,1,479,53,54,1,1,54,54,54,55
293,0.486,74,1,1,random,1,484,2,3,1,1,3,3,3,4
294,0.309,18,1,1,random,2,485,0,1,0,1,2,1,1,2
295,0.336,23,1,1,random,1,486,0,1,0,1,1,1,1,2
296,10.621,15,2,2,random,3,488,14,55,2,12,165,55,55,77
297,0.534,79,1,1,random,1,492,2,3,1,1,3,3,3,4
298,35.986,33,2,2,random,3,493,32,164,2,41,492,164,164,252
299,12.192,81,1,1,full,3,494,80,81,1,1,243,81,81,82
300,10.497,88,1,1,sparse,1,495,87,88,1,1,88,88,88,89
301,5.04,34,1,1,full,2,497,33,34,1,1,68,34,34,35
302,0.354,15,1,1,random,3,499,0,1,0,1,3,1,1,2
303,2.804,22,1,1,sparse,1,503,21,22,1,1,22,22,22,23
304,16.504,20,2,2,random,2,505,19,80,2,18,160,80,80,119
305,2.581,97,2,2,random,3,506,9,14,2,3,42,14,14,21
306,7.865,62,1,1,sparse,1,507,61,62,1,1,62,62,62,63
307,0.825,88,2,2,random,1,510,2,3,1,1,3,3,3,5
308,0.504,3,2,1,random,2,512,1,2,1,1,4,2,2,3
309,0.654,3,1,1,sparse,1,513,2,3,1,1,3,3,3,4
310,6.433,46,1,1,full,2,514,45,46,1,1,92,46,46,47
311,12.474,94,1,1,full,2,516,93,94,1,1,188,94,94,95
312,1.946,56,2,1,random,1,517,5,9,2,3,9,9,9,15
313,0.6,78,2,1,random,1,519,1,2,1,1,2,2,2,4
314,0.23,2,1,1,random,1,520,0,1,0,1,1,1,1,2
315,0.258,13,1,1,random,2,521,0,1,0,1,2,1,1,2
316,1.212,10,1,1,sparse,1,522,9,10,1,1,10,10,10,11
317,0.291,29,1,1,random,2,524,0,1,0,1,2,1,1,2
318,10.421,70,1,1,full,3,525,69,70,1,1,210,70,70,71
319,2.84,20,1,1,full,2,526,19,20,1,1,40,20,20,21
320,4.886,56,2,1,random,1,527,12,28,2,6,28,28,28,42
321,1.671,8,2,1,random,2,528,7,9,2,2,18,9,9,15
322,12.708,84,1,1,sparse,3,529,83,84,1,1,252,84,84,85
323,5.814,43,1,1,sparse,2,530,42,43,1,1,86,43,43,44
324,12.725,94,1,1,sparse,2,531,93,94,1,1,188,94,94,95
325,0.32,27,1,1,random,2,532,0,1,0,1,2,1,1,2
326,0.288,49,1,1,random,2,533,0,1,0,1,2,1,1,2
327,7.375,55,1,1,sparse,1,534,54,55,1,1,55,55,55,56
328,12.759,96,1,1,sparse,2,536,95,96,1,1,192,96,96,97
329,0.559,35,2,1,random,1,538,1,3,2,2,3,3,3,5
330,5.574,38,1,1,full,3,539,37,38,1,1,114,38,38,39
331,6.83,79,2,1,random,2,540,15,35,2,9,70,35,35,53
332,0.317,46,1,1,random,1,541,0,1,0,1,1,1,1,2
333,0.334,62,1,1,random,1,542,0,1,0,1,1,1,1,2
334,0.235,83,1,1,random,3,543,0,1,0,1,3,1,1,2
335,4.547,86,2,1,random,3,544,10,22,2,5,66,22,22,33
336,0.222,28,1,1,random,1,545,0,1,0,1,1,1,1,2
337,0.351,2,2,2,random,1,546,1,2,1,1,2,2,2,3
338,0.243,6,1,1,random,2,547,0,1,0,1,2,1,1,2
339,0.747,5,1,1,full,2,548,4,5,1,1,10,5,5,6
340,11.573,83,1,1,full,3,549,82,83,1,1,249,83,83,84
341,7.908,66,1,1,full,1,551,65,66,1,1,66,66,66,67
342,0.406,3,1,1,sparse,1,552,2,3,1,1,3,3,3,4
343,8.3,61,1,1,full,2,553,60,61,1,1,122,61,61,62
344,0.48,66,2,1,random,1,554,1,2,1,1,2,2,2,4
345,0.288,4,1,1,random,3,557,0,1,0,1,3,1,1,2
346,0.586,2,2,2,random,3,559,1,2,1,1,6,2,2,4
347,12.706,98,1,1,sparse,2,560,97,98,1,1,196,98,98,99
348,10.158,76,1,1,sparse,2,561,75,76,1,1,152,76,76,77
349,5.058,38,1,1,full,2,564,37,38,1,1,76,38,38,39
350,5.79,82,2,2,random,3,565,16,29,2,6,87,29,29,42
351,0.924,63,2,1,random,1,566,2,5,2,3,5,5,5,8
352,2.216,14,1,1,sparse,2,568,13,14,1,1,28,14,14,15
353,10.476,80,1,1,full,2,569,79,80,1,1,160,80,80,81
354,0.225,10,1,1,random,1,570,0,1,0,1,1,1,1,2
355,1.73,28,2,2,random,3,572,8,9,1,1,27,9,9,13
356,5.341,40,1,1,full,2,574,39,40,1,1,80,40,40,41
357,5.699,40,1,1,full,2,575,39,40,1,1,80,40,40,41
358,2.463,51,2,1,random,2,577,5,12,2,3,24,12,12,18
359,0.302,92,1,1,random,2,581,0,1,0,1,2,1,1,2
360,0.312,27,1,1,random,1,582,0,1,0,1,1,1,1,2
361,8.784,69,1,1,sparse,1,583,68,69,1,1,69,69,69,70
362,0.336,8,1,1,random,3,585,0,1,0,1,3,1,1,2
363,4.091,16,2,1,random,3,589,13,18,2,3,54,18,18,28
364,0.236,4,1,1,random,2,590,0,1,0,1,2,1,1,2
365,0.805,71,2,1,random,1,591,2,3,1,1,3,3,3,6
366,1.102,17,2,1,random,1,594,4,5,1,1,5,5,5,8
367,6.428,52,1,1,full,1,596,51,52,1,1,52,52,52,53
368,0.244,13,1,1,random,1,597,0,1,0,1,1,1,1,2
369,4.379,13,2,1,random,2,598,12,23,2,5,46,23,23,34
370,13.864,91,1,1,full,3,599,90,91,1,1,273,91,91,92
371,0.244,25,1,1,random,3,601,0,1,0,1,3,1,1,2
372,7.36,52,1,1,sparse,3,602,51,52,1,1,156,52,52,53
373,0.399,9,1,1,random,3,604,0,1,0,1,3,1,1,2
374,12.6,95,1,1,sparse,2,606,94,95,1,1,190,95,95,96
375,11.704,90,1,1,full,2,607,89,90,1,1,180,90,90,91
376,2.582,17,1,1,sparse,3,608,16,17,1,1,51,17,17,18
377,1.811,57,2,2,random,2,610,5,9,2,2,18,9,9,13
378,4.214,29,1,1,full,2,612,28,29,1,1,58,29,29,30
379,4.831,36,1,1,sparse,2,613,35,36,1,1,72,36,36,37
380,4.604,33,1,1,full,3,614,32,33,1,1,99,33,33,34
381,1.53,4,2,1,random,3,616,3,6,2,2,18,6,6,10
382,2.386,89,2,2,random,2,617,6,11,2,3,22,11,11,16
383,8.102,59,1,1,full,2,618,58,59,1,1,118,59,59,60
384,0.285,66,1,1,random,3,619,0,1,0,1,3,1,1,2
385,31.368,41,2,2,random,3,621,38,146,2,33,438,146,146,213
386,4.703,38,1,1,sparse,2,622,37,38,1,1,76,38,38,39
387,17.193,6,2,1,full,2,623,5,63,2,32,126,63,63,127
388,3.739,25,1,1,full,2,624,24,25,1,1,50,25,25,26
389,19.738,53,2,1,random,2,625,43,100,2,23,200,100,100,151
390,7.03,47,1,1,full,3,626,46,47,1,1,141,47,47,48
391,4.255,33,1,1,full,1,627,32,33,1,1,33,33,33,34
392,0.273,51,1,1,random,1,628,0,1,0,1,1,1,1,2
393,31.845,7,2,2,sparse,1,629,6,127,2,64,127,127,127,255
394,8.502,59,1,1,sparse,2,630,58,59,1,1,118,59,59,60
395,6.536,47,1,1,full,2,632,46,47,1,1,94,47,47,48
396,0.372,6,2,1,random,1,633,1,2,1,1,2,2,2,3
397,2.356,17,1,1,sparse,2,634,16,17,1,1,34,17,17,18
398,3.645,45,2,2,random,2,635,7,17,2,5,34,17,17,26
